# Spectral Data
# f in Hz	A in dBV
496.582031	-14.087559
498.046875	-14.112004
499.511719	-14.074676
500.976562	-14.039502
502.441406	-14.038015
503.906250	-14.126536
505.371094	-14.203797
506.835937	-14.220480
508.300781	-14.343587
509.765625	-14.460202
511.230469	-14.527544
512.695312	-14.540484
514.160156	-14.544498
515.625000	-14.539885
517.089844	-14.564029
518.554687	-14.585585
520.019531	-14.666471
521.484375	-14.726211
522.949219	-14.620644
524.414062	-14.515733
525.878906	-14.533079
527.343750	-14.584151
528.808594	-14.622767
530.273437	-14.632396
531.738281	-14.630939
533.203125	-14.567964
534.667969	-14.545272
536.132812	-14.586247
537.597656	-14.670627
539.062500	-14.877795
540.527344	-14.803642
541.992187	-14.656254
543.457031	-14.594505
544.921875	-14.617805
546.386719	-14.537957
547.851562	-14.480360
549.316406	-14.428909
550.781250	-14.386187
552.246094	-14.430542
553.710937	-14.411778
555.175781	-14.398562
556.640625	-14.410141
558.105469	-14.395344
559.570312	-14.356962
561.035156	-14.254579
562.500000	-14.123240
563.964844	-14.054411
565.429687	-13.902144
566.894531	-13.777063
568.359375	-13.738894
569.824219	-13.743750
571.289062	-13.707204
572.753906	-13.676060
574.218750	-13.721531
575.683594	-13.819539
577.148437	-14.046664
578.613281	-14.223101
580.078125	-14.375328
581.542969	-14.290005
583.007812	-14.340088
584.472656	-14.500483
585.937500	-14.590629
587.402344	-14.598969
588.867187	-14.661387
590.332031	-14.787746
591.796875	-14.850607
593.261719	-14.878906
594.726562	-14.944689
596.191406	-15.017981
597.656250	-15.047586
599.121094	-15.108360
600.585937	-15.231501
602.050781	-15.311557
603.515625	-15.388503
604.980469	-15.377194
606.445312	-15.291999
607.910156	-15.285575
609.375000	-15.311582
610.839844	-15.307737
612.304687	-15.363718
613.769531	-15.405952
615.234375	-15.447107
616.699219	-15.458443
618.164062	-15.484537
619.628906	-15.518304
621.093750	-15.619708
622.558594	-15.722368
624.023437	-15.716595
625.488281	-15.665993
626.953125	-15.651191
628.417969	-15.688566
629.882812	-15.546729
631.347656	-15.412104
632.812500	-15.352327
634.277344	-15.379047
635.742187	-15.430854
637.207031	-15.494000
638.671875	-15.532679
640.136719	-15.489777
641.601562	-15.499335
643.066406	-15.516891
644.531250	-15.554730
645.996094	-15.593533
647.460937	-15.530895
648.925781	-15.553331
650.390625	-15.576147
651.855469	-15.387183
653.320312	-15.217394
654.785156	-15.080062
656.250000	-15.036918
657.714844	-15.121125
659.179687	-15.185263
660.644531	-15.203772
662.109375	-15.190402
663.574219	-15.222090
665.039062	-15.157434
666.503906	-15.037312
667.968750	-15.073968
669.433594	-15.095461
670.898437	-15.086816
672.363281	-15.206016
673.828125	-15.167473
675.292969	-15.118147
676.757812	-15.011375
678.222656	-14.924545
679.687500	-14.812818
681.152344	-14.752055
682.617187	-14.688592
684.082031	-14.647196
685.546875	-14.521632
687.011719	-14.426908
688.476562	-14.339273
689.941406	-14.334768
691.406250	-14.249615
692.871094	-14.127859
694.335937	-14.075080
695.800781	-13.993900
697.265625	-13.968840
698.730469	-13.998368
700.195312	-14.040722
701.660156	-14.030042
703.125000	-13.971742
704.589844	-13.880765
706.054687	-13.767345
707.519531	-13.699392
708.984375	-13.585927
710.449219	-13.423444
711.914062	-13.269789
713.378906	-13.232732
714.843750	-13.265390
716.308594	-13.390149
717.773437	-13.429053
719.238281	-13.471089
720.703125	-13.448254
722.167969	-13.530237
723.632812	-13.577904
725.097656	-13.695709
726.562500	-13.821821
728.027344	-13.932689
729.492187	-14.027516
730.957031	-14.089472
732.421875	-14.202214
733.886719	-14.221486
735.351562	-14.223173
736.816406	-14.308133
738.281250	-14.352479
739.746094	-14.358813
741.210937	-14.415660
742.675781	-14.511515
744.140625	-14.562394
745.605469	-14.565298
747.070312	-14.546982
748.535156	-14.558081
750.000000	-14.628523
751.464844	-14.655987
752.929687	-14.634740
754.394531	-14.617201
755.859375	-14.639439
757.324219	-14.698175
758.789062	-14.835503
760.253906	-15.013947
761.718750	-15.082327
763.183594	-15.135132
764.648437	-15.190423
766.113281	-15.316198
767.578125	-15.410933
769.042969	-15.436265
770.507812	-15.422406
771.972656	-15.501595
773.437500	-15.527801
774.902344	-15.434987
776.367187	-15.425925
777.832031	-15.450705
779.296875	-15.503853
780.761719	-15.596912
782.226562	-15.669428
783.691406	-15.798225
785.156250	-15.808002
786.621094	-15.768507
788.085937	-15.804526
789.550781	-15.862458
791.015625	-15.841372
792.480469	-15.776116
793.945312	-15.794238
795.410156	-15.868936
796.875000	-15.928837
798.339844	-15.882303
799.804687	-15.828496
801.269531	-15.797546
802.734375	-15.865873
804.199219	-15.968838
805.664062	-16.000132
807.128906	-15.936779
808.593750	-16.022066
810.058594	-16.064176
811.523437	-16.055599
812.988281	-16.046334
814.453125	-16.090450
815.917969	-16.024043
817.382812	-15.928719
818.847656	-15.970055
820.312500	-15.984328
821.777344	-15.993947
823.242187	-15.899985
824.707031	-15.803125
826.171875	-15.708848
827.636719	-15.696643
829.101562	-15.674678
830.566406	-15.632137
832.031250	-15.642536
833.496094	-15.588665
834.960937	-15.518320
836.425781	-15.476298
837.890625	-15.554830
839.355469	-15.616081
840.820312	-15.472805
842.285156	-15.320711
843.750000	-15.160492
845.214844	-15.095655
846.679687	-14.972609
848.144531	-14.882527
849.609375	-14.752424
851.074219	-14.708232
852.539062	-14.625633
854.003906	-14.597192
855.468750	-14.621198
856.933594	-14.604911
858.398437	-14.603700
859.863281	-14.632199
861.328125	-14.714569
862.792969	-14.786800
864.257812	-14.901183
865.722656	-15.013508
867.187500	-15.086075
868.652344	-15.155834
870.117187	-15.312933
871.582031	-15.513307
873.046875	-15.404699
874.511719	-15.390122
875.976562	-15.498395
877.441406	-15.557863
878.906250	-15.610007
880.371094	-15.597819
881.835937	-15.498827
883.300781	-15.480599
884.765625	-15.604526
886.230469	-15.651370
887.695312	-15.784206
889.160156	-15.726564
890.625000	-15.665964
892.089844	-15.758022
893.554687	-15.879407
895.019531	-15.778751
896.484375	-15.724729
897.949219	-15.700780
899.414062	-15.820180
900.878906	-15.898030
902.343750	-15.794193
903.808594	-15.785693
905.273437	-15.843070
906.738281	-15.880754
908.203125	-15.875171
909.667969	-15.868278
911.132812	-15.851138
912.597656	-15.821183
914.062500	-15.720289
915.527344	-15.667402
916.992187	-15.672395
918.457031	-15.547474
919.921875	-15.591538
921.386719	-15.718693
922.851562	-15.728951
924.316406	-15.680157
925.781250	-15.588530
927.246094	-15.549049
928.710937	-15.535477
930.175781	-15.601664
931.640625	-15.535669
933.105469	-15.509576
934.570312	-15.562589
936.035156	-15.545065
937.500000	-15.498167
938.964844	-15.487024
940.429687	-15.436730
941.894531	-15.468520
943.359375	-15.493422
944.824219	-15.470288
946.289062	-15.406999
947.753906	-15.388441
949.218750	-15.389914
950.683594	-15.325881
952.148437	-15.273523
953.613281	-15.111269
955.078125	-15.001831
956.542969	-14.895415
958.007812	-14.921204
959.472656	-14.874894
960.937500	-14.922250
962.402344	-15.007227
963.867187	-14.999511
965.332031	-15.001052
966.796875	-15.081105
968.261719	-15.061825
969.726562	-14.983282
971.191406	-14.907783
972.656250	-14.883578
974.121094	-14.925419
975.585937	-14.918586
977.050781	-14.813601
978.515625	-14.714402
979.980469	-14.754625
981.445312	-14.676558
982.910156	-14.668042
984.375000	-14.614490
985.839844	-14.682741
987.304687	-14.662678
988.769531	-14.676014
990.234375	-14.581168
991.699219	-14.545675
993.164062	-14.563908
994.628906	-14.558579
996.093750	-14.440340
997.558594	-14.408185

