# Spectral Data
# f in Hz A in dBV
Hz dBV
421.875000 -13.480241
423.339844 -13.562530
424.804687 -13.640199
426.269531 -13.737966
427.734375 -13.771365
429.199219 -13.817863
430.664062 -13.831241
432.128906 -13.894872
433.593750 -13.899959
435.058594 -13.899149
436.523437 -13.936780
437.988281 -13.990607
439.453125 -13.996391
440.917969 -13.952570
442.382812 -13.953011
443.847656 -13.939150
445.312500 -13.979260
446.777344 -14.006657
448.242187 -14.002872
449.707031 -14.026813
451.171875 -13.991538
452.636719 -13.906338
454.101562 -13.803005
455.566406 -13.771182
457.031250 -13.813240
458.496094 -13.859787
459.960937 -13.939184
461.425781 -13.969916
462.890625 -14.010095
464.355469 -14.026040
465.820312 -14.014759
467.285156 -14.025878
468.750000 -14.019736
470.214844 -13.982672
471.679687 -13.936664
473.144531 -13.918379
474.609375 -13.887167
476.074219 -13.866555
477.539062 -13.900276
479.003906 -13.891856
480.468750 -13.878141
481.933594 -13.872251
483.398437 -13.899301
484.863281 -13.925096
486.328125 -13.926833
487.792969 -13.964467
489.257812 -13.993724
490.722656 -13.995873
492.187500 -14.029584
493.652344 -14.055915
495.117187 -14.077138
496.582031 -14.083096
498.046875 -14.106550
499.511719 -14.110208
500.976562 -14.137574
502.441406 -14.163034
503.906250 -14.195672
505.371094 -14.258957
506.835937 -14.251043
508.300781 -14.259809
509.765625 -14.277299
511.230469 -14.287127
512.695312 -14.273346
514.160156 -14.287627
515.625000 -14.351435
517.089844 -14.345610
518.554687 -14.382638
520.019531 -14.418221
521.484375 -14.388119
522.949219 -14.362593
524.414062 -14.391473
525.878906 -14.338644
527.343750 -14.266886
528.808594 -14.271313
530.273437 -14.294716
531.738281 -14.252988
533.203125 -14.180993
534.667969 -14.170244
536.132812 -14.123275
537.597656 -14.079428
539.062500 -14.025770
540.527344 -13.928225
541.992187 -13.845215
543.457031 -13.794850
544.921875 -13.693807
546.386719 -13.591373
547.851562 -13.546019
549.316406 -13.493517
550.781250 -13.494599
552.246094 -13.526210
553.710937 -13.564783
555.175781 -13.645352
556.640625 -13.772658
558.105469 -13.956159
559.570312 -14.105430
561.035156 -14.235673
562.500000 -14.294742
563.964844 -14.375012
565.429687 -14.499689
566.894531 -14.565875
568.359375 -14.662670
569.824219 -14.735004
571.289062 -14.810430
572.753906 -14.915409
574.218750 -14.985424
575.683594 -15.074864
577.148437 -15.160001
578.613281 -15.195379
580.078125 -15.168275
581.542969 -15.212967
583.007812 -15.194615
584.472656 -15.213531
585.937500 -15.251164
587.402344 -15.343804
588.867187 -15.355197
590.332031 -15.355059
591.796875 -15.410407
593.261719 -15.474997
594.726562 -15.535676
596.191406 -15.540559
597.656250 -15.515728
599.121094 -15.518412
600.585937 -15.569966
602.050781 -15.626404
603.515625 -15.629481
604.980469 -15.648831
606.445312 -15.660181
607.910156 -15.637631
609.375000 -15.632234
610.839844 -15.651203
612.304687 -15.590540
613.769531 -15.554668
615.234375 -15.531640
616.699219 -15.547696
618.164062 -15.587611
619.628906 -15.631271
621.093750 -15.604856
622.558594 -15.576629
624.023437 -15.554948
625.488281 -15.547817
626.953125 -15.548004
628.417969 -15.584139
629.882812 -15.585855
631.347656 -15.511413
632.812500 -15.495455
634.277344 -15.458992
635.742187 -15.457001
637.207031 -15.443464
638.671875 -15.409661
640.136719 -15.369919
641.601562 -15.368311
643.066406 -15.335130
644.531250 -15.370836
645.996094 -15.392783
647.460937 -15.352274
648.925781 -15.299623
650.390625 -15.185840
651.855469 -15.027185
653.320312 -14.915233
654.785156 -14.748179
656.250000 -14.729636
657.714844 -14.737600
659.179687 -14.793866
660.644531 -14.793950
662.109375 -14.694947
663.574219 -14.610436
665.039062 -14.605801
666.503906 -14.534849
667.968750 -14.456074
669.433594 -14.384861
670.898437 -14.274717
672.363281 -14.210781
673.828125 -14.132579
675.292969 -14.026048
676.757812 -13.932575
678.222656 -13.802050
679.687500 -13.696042
681.152344 -13.611229
682.617187 -13.496905
684.082031 -13.453078
685.546875 -13.387033
687.011719 -13.385221
688.476562 -13.347759
689.941406 -13.346763
691.406250 -13.404208
692.871094 -13.479772
694.335937 -13.598803
695.800781 -13.691030
697.265625 -13.792449
698.730469 -13.836306
700.195312 -13.874466
701.660156 -13.914486
703.125000 -14.012992
704.589844 -14.108539
706.054687 -14.183387
707.519531 -14.176331
708.984375 -14.194716
710.449219 -14.227381
711.914062 -14.268867
713.378906 -14.308342
714.843750 -14.319887
716.308594 -14.347137
717.773437 -14.371882
719.238281 -14.377188
720.703125 -14.418471
722.167969 -14.474339
723.632812 -14.569186
725.097656 -14.619404
726.562500 -14.713050
728.027344 -14.814438
729.492187 -14.865781
730.957031 -14.905653
732.421875 -14.858385
733.886719 -14.877496
735.351562 -14.928999
736.816406 -15.015374
738.281250 -15.043015
739.746094 -15.059551
741.210937 -15.095169
742.675781 -15.145630
744.140625 -15.128118
745.605469 -15.192386
747.070312 -15.220927
748.535156 -15.259638
750.000000 -15.230832
751.464844 -15.047355
752.929687 -14.798202
754.394531 -14.617036
755.859375 -14.581404
757.324219 -14.704774
758.789062 -14.982999
760.253906 -15.319669
761.718750 -15.533472
763.183594 -15.651223
764.648437 -15.648231
766.113281 -15.632652
767.578125 -15.636229
769.042969 -15.618493
770.507812 -15.592191
771.972656 -15.555130
773.437500 -15.537814
774.902344 -15.537207
776.367187 -15.577723
777.832031 -15.604742
779.296875 -15.640573
780.761719 -15.649040
782.226562 -15.671233
783.691406 -15.712063
785.156250 -15.700436
786.621094 -15.673309
788.085937 -15.653910
789.550781 -15.606123
791.015625 -15.579804
792.480469 -15.586203
793.945312 -15.541138
795.410156 -15.515093
796.875000 -15.536476
798.339844 -15.560006
799.804687 -15.578462
801.269531 -15.540634
802.734375 -15.497673
804.199219 -15.491515
805.664062 -15.476828
807.128906 -15.383823
808.593750 -15.312986
810.058594 -15.254960
811.523437 -15.199285
812.988281 -15.107254
814.453125 -15.037633
815.917969 -14.913214
817.382812 -14.795513
818.847656 -14.659809
820.312500 -14.542557
821.777344 -14.455177
823.242187 -14.441677
824.707031 -14.452009
826.171875 -14.523803
827.636719 -14.601911
829.101562 -14.720880
830.566406 -14.872614
832.031250 -14.964136
833.496094 -15.060817
834.960937 -15.186338
836.425781 -15.266625
837.890625 -15.289433
839.355469 -15.359073
840.820312 -15.429380
842.285156 -15.472609
843.750000 -15.546187
845.214844 -15.588039
846.679687 -15.656313
848.144531 -15.701602
849.609375 -15.708706
851.074219 -15.577674
852.539062 -15.336022
854.003906 -15.139862
855.468750 -15.051172
856.933594 -15.112661
858.398437 -15.325623
859.863281 -15.637842
861.328125 -15.865741
862.792969 -15.988279
864.257812 -16.025916
865.722656 -16.050948
867.187500 -16.056271
868.652344 -16.038009
870.117187 -16.035544
871.582031 -16.037216
873.046875 -15.994429
874.511719 -15.989459
875.976562 -16.028235
877.441406 -16.006544
878.906250 -16.010197
880.371094 -16.039067
881.835937 -16.052858
883.300781 -16.038819
884.765625 -16.017636
886.230469 -15.990222
887.695312 -15.968210
889.160156 -15.958759
890.625000 -15.956359
892.089844 -15.989096
893.554687 -15.931483
895.019531 -15.897459
896.484375 -15.901863
897.949219 -15.904711
899.414062 -15.854252
900.878906 -15.813051
902.343750 -15.773275
903.808594 -15.740550
905.273437 -15.671897
906.738281 -15.638022
908.203125 -15.628246
909.667969 -15.633953
911.132812 -15.636517
912.597656 -15.618348
914.062500 -15.606832
915.527344 -15.642164
916.992187 -15.603360
918.457031 -15.557149
919.921875 -15.504722
921.386719 -15.433164
922.851562 -15.402950
924.316406 -15.320069
925.781250 -15.207668
927.246094 -15.175808
928.710937 -15.133739
930.175781 -15.075344
931.640625 -15.042470
933.105469 -15.001003
934.570312 -15.009759
936.035156 -14.887666
937.500000 -14.832107
938.964844 -14.808570
940.429687 -14.732576
941.894531 -14.682797
943.359375 -14.638536
944.824219 -14.610377
946.289062 -14.563308
947.753906 -14.442696
949.218750 -14.381956
950.683594 -14.297972
952.148437 -14.178126
953.613281 -14.085948
955.078125 -14.029816
956.542969 -13.942281
958.007812 -13.892934
959.472656 -13.886662
960.937500 -13.881844
962.402344 -13.919304
963.867187 -14.002444
965.332031 -14.052671
966.796875 -14.136698
968.261719 -14.178512
969.726562 -14.262606
971.191406 -14.348539
972.656250 -14.402612
974.121094 -14.497048
975.585937 -14.625538
977.050781 -14.738054
978.515625 -14.870678
979.980469 -14.946460
981.445312 -14.960288
982.910156 -14.989767
984.375000 -15.047363
985.839844 -15.110367
987.304687 -15.189883
988.769531 -15.303659
990.234375 -15.353415
991.699219 -15.392532
993.164062 -15.463058
994.628906 -15.578506
996.093750 -15.639256
997.558594 -15.700848
