# Spectral Data
# f in Hz A in dBV
225.585937 -13.173150
227.050781 -13.144590
228.515625 -13.127882
229.980469 -13.101225
231.445312 -13.024084
232.910156 -12.982564
234.375000 -12.989811
235.839844 -12.985643
237.304687 -12.986085
238.769531 -12.985515
240.234375 -12.946523
241.699219 -12.875645
243.164062 -12.814719
244.628906 -12.780764
246.093750 -12.797276
247.558594 -12.804115
249.023437 -12.790012
250.488281 -12.782155
251.953125 -12.769023
253.417969 -12.699382
254.882812 -12.643527
256.347656 -12.622905
257.812500 -12.620757
259.277344 -12.571560
260.742187 -12.524188
262.207031 -12.513179
263.671875 -12.469615
265.136719 -12.471650
266.601562 -12.443881
268.066406 -12.410186
269.531250 -12.360794
270.996094 -12.329183
272.460937 -12.341379
273.925781 -12.327475
275.390625 -12.250237
276.855469 -12.188157
278.320312 -12.121838
279.785156 -12.054132
281.250000 -11.935599
282.714844 -11.847579
284.179687 -11.832601
285.644531 -11.803334
287.109375 -11.780956
288.574219 -11.822659
290.039062 -11.921497
291.503906 -12.045746
292.968750 -12.208110
294.433594 -12.352195
295.898437 -12.515404
297.363281 -12.664742
298.828125 -12.781732
300.292969 -12.937383
301.757812 -13.063140
303.222656 -13.198638
304.687500 -13.299246
306.152344 -13.401877
307.617187 -13.528548
309.082031 -13.567527
310.546875 -13.610700
312.011719 -13.679688
313.476562 -13.775764
314.941406 -13.886272
316.406250 -13.910247
317.871094 -13.973270
319.335937 -14.026454
320.800781 -14.088349
322.265625 -14.150840
323.730469 -14.222841
325.195312 -14.333817
326.660156 -14.385357
328.125000 -14.408154
329.589844 -14.491532
331.054687 -14.544594
332.519531 -14.557140
333.984375 -14.578493
335.449219 -14.637798
336.914062 -14.714165
338.378906 -14.749992
339.843750 -14.787156
341.308594 -14.817944
342.773437 -14.857583
344.238281 -14.867025
345.703125 -14.881557
347.167969 -14.869343
348.632812 -14.843499
350.097656 -14.846659
351.562500 -14.875974
353.027344 -14.788967
354.492187 -14.736443
355.957031 -14.699929
357.421875 -14.721205
358.886719 -14.802787
360.351562 -14.903527
361.816406 -14.933123
363.281250 -14.926903
364.746094 -14.947999
366.210937 -14.961822
367.675781 -14.953855
369.140625 -14.931195
370.605469 -14.948667
372.070312 -14.962862
373.535156 -14.990720
375.000000 -14.968758
376.464844 -14.936257
377.929687 -14.913824
379.394531 -14.845980
380.859375 -14.818173
382.324219 -14.778799
383.789062 -14.757841
385.253906 -14.706869
386.718750 -14.700237
388.183594 -14.734803
389.648437 -14.722275
391.113281 -14.681762
392.578125 -14.622377
394.042969 -14.564220
395.507812 -14.520079
396.972656 -14.481796
398.437500 -14.416883
399.902344 -14.354160
401.367187 -14.330208
402.832031 -14.239421
404.296875 -14.156523
405.761719 -14.126330
407.226562 -14.112240
408.691406 -14.073254
410.156250 -13.993715
411.621094 -13.867994
413.085937 -13.773644
414.550781 -13.634890
416.015625 -13.507494
417.480469 -13.372910
418.945312 -13.249236
420.410156 -13.087908
421.875000 -12.938163
423.339844 -12.843382
424.804687 -12.829797
426.269531 -12.805407
427.734375 -12.812317
429.199219 -12.874115
430.664062 -12.968117
432.128906 -13.083710
433.593750 -13.188413
435.058594 -13.318900
436.523437 -13.418115
437.988281 -13.452867
439.453125 -13.510841
440.917969 -13.575325
442.382812 -13.619537
443.847656 -13.634492
445.312500 -13.652458
446.777344 -13.666968
448.242187 -13.699913
449.707031 -13.714399
451.171875 -13.703036
452.636719 -13.724841
454.101562 -13.685844
455.566406 -13.660650
457.031250 -13.660204
458.496094 -13.710673
459.960937 -13.753974
461.425781 -13.824308
462.890625 -13.854593
464.355469 -13.880954
465.820312 -13.853417
467.285156 -13.832968
468.750000 -13.835232
470.214844 -13.871961
471.679687 -13.872024
473.144531 -13.876080
474.609375 -13.892419
476.074219 -13.869727
477.539062 -13.849280
479.003906 -13.880896
480.468750 -13.916582
481.933594 -13.908203
483.398437 -13.962882
484.863281 -13.970002
486.328125 -13.998503
487.792969 -13.983048
489.257812 -14.017678
490.722656 -14.044925
492.187500 -14.042362
493.652344 -14.082123
495.117187 -14.123580
496.582031 -14.205699
498.046875 -14.228385
499.511719 -14.242541
500.976562 -14.240100
502.441406 -14.209879
503.906250 -14.189069
505.371094 -14.191500
506.835937 -14.264354
508.300781 -14.272727
509.765625 -14.278582
511.230469 -14.291554
512.695312 -14.350133
514.160156 -14.412597
515.625000 -14.439652
517.089844 -14.487894
518.554687 -14.532264
520.019531 -14.594840
521.484375 -14.639332
522.949219 -14.649708
524.414062 -14.635550
525.878906 -14.640241
527.343750 -14.629309
528.808594 -14.606680
530.273437 -14.601137
531.738281 -14.610707
533.203125 -14.631902
534.667969 -14.643001
536.132812 -14.651268
537.597656 -14.646115
539.062500 -14.628470
540.527344 -14.597962
541.992187 -14.604240
543.457031 -14.577331
544.921875 -14.550436
546.386719 -14.516669
547.851562 -14.513945
549.316406 -14.504010
550.781250 -14.464219
552.246094 -14.404440
553.710937 -14.285790
555.175781 -14.191374
556.640625 -14.107461
558.105469 -14.003590
559.570312 -13.949433
561.035156 -13.885830
562.500000 -13.766745
563.964844 -13.641956
565.429687 -13.605944
566.894531 -13.611368
568.359375 -13.621529
569.824219 -13.702068
571.289062 -13.778761
572.753906 -13.947044
574.218750 -14.036579
575.683594 -14.151144
577.148437 -14.266720
578.613281 -14.349141
580.078125 -14.433018
581.542969 -14.516300
583.007812 -14.601596
584.472656 -14.679026
585.937500 -14.756881
587.402344 -14.854419
588.867187 -14.898905
590.332031 -14.997308
591.796875 -15.141694
593.261719 -15.185225
594.726562 -15.249192
596.191406 -15.296886
597.656250 -15.305178
599.121094 -15.376167
600.585937 -15.405051
602.050781 -15.469788
603.515625 -15.512575
604.980469 -15.497176
606.445312 -15.485550
607.910156 -15.471233
609.375000 -15.470633
610.839844 -15.470949
612.304687 -15.492208
613.769531 -15.470504
615.234375 -15.480498
616.699219 -15.543092
618.164062 -15.572583
619.628906 -15.584430
621.093750 -15.608118
622.558594 -15.615521
624.023437 -15.646775
625.488281 -15.628722
626.953125 -15.622033
628.417969 -15.561840
629.882812 -15.515452
631.347656 -15.516721
632.812500 -15.554359
634.277344 -15.527332
635.742187 -15.522894
637.207031 -15.576564
638.671875 -15.555789
640.136719 -15.518812
641.601562 -15.522947
643.066406 -15.517746
644.531250 -15.509609
645.996094 -15.482146
647.460937 -15.512708
648.925781 -15.488201
650.390625 -15.451652
651.855469 -15.369155
653.320312 -15.112704
654.785156 -14.944663
656.250000 -14.894587
657.714844 -14.995049
659.179687 -15.169280
660.644531 -15.270144
662.109375 -15.246151
663.574219 -15.233955
665.039062 -15.191142
666.503906 -15.165330
667.968750 -15.135108
669.433594 -15.060140
670.898437 -15.019286
672.363281 -15.001486
673.828125 -14.967211
675.292969 -14.939908
676.757812 -14.906842
678.222656 -14.876505
679.687500 -14.804364
681.152344 -14.736203
682.617187 -14.678070
684.082031 -14.535010
685.546875 -14.420591
687.011719 -14.324102
688.476562 -14.249727
689.941406 -14.167532
691.406250 -14.067293
692.871094 -13.984238
694.335937 -13.910746
695.800781 -13.842975
697.265625 -13.783104
698.730469 -13.745264
700.195312 -13.637669
701.660156 -13.549050
703.125000 -13.466703
704.589844 -13.432347
706.054687 -13.398634
707.519531 -13.384147
708.984375 -13.415084
710.449219 -13.444923
711.914062 -13.413282
713.378906 -13.450155
714.843750 -13.488243
716.308594 -13.559295
717.773437 -13.584832
719.238281 -13.621102
720.703125 -13.706626
722.167969 -13.793103
723.632812 -13.893133
725.097656 -14.011703
726.562500 -14.098262
728.027344 -14.254627
729.492187 -14.347122
730.957031 -14.402104
732.421875 -14.390619
733.886719 -14.386377
735.351562 -14.426054
736.816406 -14.482068
738.281250 -14.551023
739.746094 -14.627000
741.210937 -14.677532
742.675781 -14.704129
744.140625 -14.736639
745.605469 -14.840106
747.070312 -14.971437
748.535156 -15.062798
750.000000 -15.084771
751.464844 -15.058707
752.929687 -14.898534
754.394531 -14.733050
755.859375 -14.649944
757.324219 -14.710806
758.789062 -14.906719
760.253906 -15.153340
761.718750 -15.301775
763.183594 -15.385630
764.648437 -15.417290
766.113281 -15.424034
767.578125 -15.432422
769.042969 -15.457760
770.507812 -15.466307
771.972656 -15.510466
773.437500 -15.537621
774.902344 -15.590535
776.367187 -15.646313
777.832031 -15.701124
779.296875 -15.724322
780.761719 -15.762680
782.226562 -15.789653
783.691406 -15.811300
785.156250 -15.814155
786.621094 -15.790116
788.085937 -15.807834
789.550781 -15.797565
791.015625 -15.813846
792.480469 -15.806707
793.945312 -15.813683
795.410156 -15.823575
796.875000 -15.834878
798.339844 -15.843443
799.804687 -15.858197
801.269531 -15.880578
802.734375 -15.890699
804.199219 -15.937389
805.664062 -15.957302
807.128906 -15.960398
808.593750 -15.958306
810.058594 -15.959922
811.523437 -15.943109
812.988281 -15.893539
814.453125 -15.827855
815.917969 -15.814188
817.382812 -15.818989
818.847656 -15.830836
820.312500 -15.766164
821.777344 -15.708933
823.242187 -15.631074
824.707031 -15.589677
826.171875 -15.550931
827.636719 -15.573920
829.101562 -15.571574
830.566406 -15.491139
832.031250 -15.399531
833.496094 -15.323986
834.960937 -15.276713
836.425781 -15.208229
837.890625 -15.131143
839.355469 -15.080670
840.820312 -14.985388
842.285156 -14.885486
843.750000 -14.775105
845.214844 -14.746505
846.679687 -14.665064
848.144531 -14.623137
849.609375 -14.616517
851.074219 -14.588033
852.539062 -14.587830
854.003906 -14.566181
855.468750 -14.598326
856.933594 -14.684956
858.398437 -14.812601
859.863281 -14.989917
861.328125 -15.165818
862.792969 -15.250861
864.257812 -15.289451
865.722656 -15.340646
867.187500 -15.410544
868.652344 -15.469815
870.117187 -15.532878
871.582031 -15.617423
873.046875 -15.655142
874.511719 -15.628936
875.976562 -15.632592
877.441406 -15.640480
878.906250 -15.659013
880.371094 -15.655549
881.835937 -15.680776
883.300781 -15.736464
884.765625 -15.774294
886.230469 -15.780146
887.695312 -15.825464
889.160156 -15.863804
890.625000 -15.888833
892.089844 -15.894802
893.554687 -15.910430
895.019531 -15.906621
896.484375 -15.892985
897.949219 -15.849174
899.414062 -15.854490
900.878906 -15.851803
902.343750 -15.852641
903.808594 -15.871339
905.273437 -15.890111
906.738281 -15.863644
908.203125 -15.832938
909.667969 -15.794680
911.132812 -15.782333
912.597656 -15.731586
914.062500 -15.729451
915.527344 -15.758484
916.992187 -15.752851
918.457031 -15.750616
919.921875 -15.778977
921.386719 -15.732282
922.851562 -15.705635
924.316406 -15.622412
925.781250 -15.569222
927.246094 -15.518276
928.710937 -15.501212
930.175781 -15.524389
931.640625 -15.544133
933.105469 -15.483188
934.570312 -15.440021
936.035156 -15.401545
937.500000 -15.416018
938.964844 -15.410238
940.429687 -15.359330
941.894531 -15.338591
943.359375 -15.318926
944.824219 -15.278896
946.289062 -15.281139
947.753906 -15.326238
949.218750 -15.305703
950.683594 -15.224469
952.148437 -15.111334
953.613281 -14.921723
955.078125 -14.812651
956.542969 -14.796245
958.007812 -14.812912
959.472656 -14.862352
960.937500 -14.892371
962.402344 -14.883603
963.867187 -14.845691
965.332031 -14.834534
966.796875 -14.814425
968.261719 -14.842679
969.726562 -14.850200
971.191406 -14.828499
972.656250 -14.766585
974.121094 -14.716312
975.585937 -14.599808
977.050781 -14.517249
978.515625 -14.485005
979.980469 -14.457782
981.445312 -14.405238
982.910156 -14.373369
984.375000 -14.320766
985.839844 -14.255990
987.304687 -14.188944
988.769531 -14.178613
990.234375 -14.232439
991.699219 -14.311726
993.164062 -14.332907
994.628906 -14.418767
996.093750 -14.503560
997.558594 -14.588779
