# Spectral Data
# f in Hz	A in dBV
191.894531	-13.555947
193.359375	-13.539420
194.824219	-13.545299
196.289062	-13.551876
197.753906	-13.565436
199.218750	-13.543533
200.683594	-13.534043
202.148437	-13.542641
203.613281	-13.457997
205.078125	-13.469253
206.542969	-13.480645
208.007812	-13.428330
209.472656	-13.383175
210.937500	-13.311283
212.402344	-13.312161
213.867187	-13.303946
215.332031	-13.343517
216.796875	-13.287059
218.261719	-13.293854
219.726562	-13.271523
221.191406	-13.199272
222.656250	-13.145665
224.121094	-13.125158
225.585937	-13.117584
227.050781	-13.025224
228.515625	-13.004831
229.980469	-12.991409
231.445312	-12.955555
232.910156	-12.905257
234.375000	-12.895467
235.839844	-12.889945
237.304687	-12.932964
238.769531	-12.931534
240.234375	-12.920294
241.699219	-12.813172
243.164062	-12.809710
244.628906	-12.799287
246.093750	-12.797172
247.558594	-12.761532
249.023437	-12.716367
250.488281	-12.651330
251.953125	-12.611972
253.417969	-12.602198
254.882812	-12.618475
256.347656	-12.567526
257.812500	-12.522535
259.277344	-12.472192
260.742187	-12.430119
262.207031	-12.432106
263.671875	-12.394521
265.136719	-12.369987
266.601562	-12.372222
268.066406	-12.307453
269.531250	-12.267013
270.996094	-12.230949
272.460937	-12.176215
273.925781	-12.133349
275.390625	-12.060698
276.855469	-11.985888
278.320312	-11.936190
279.785156	-11.908834
281.250000	-11.871167
282.714844	-11.804308
284.179687	-11.783488
285.644531	-11.758658
287.109375	-11.781795
288.574219	-11.868295
290.039062	-12.025213
291.503906	-12.197093
292.968750	-12.336173
294.433594	-12.505614
295.898437	-12.669277
297.363281	-12.821965
298.828125	-12.976013
300.292969	-13.145177
301.757812	-13.266968
303.222656	-13.380062
304.687500	-13.457799
306.152344	-13.518038
307.617187	-13.583054
309.082031	-13.676722
310.546875	-13.772513
312.011719	-13.830859
313.476562	-13.867930
314.941406	-13.907465
316.406250	-13.969238
317.871094	-14.047643
319.335937	-14.126656
320.800781	-14.214907
322.265625	-14.271455
323.730469	-14.343422
325.195312	-14.421274
326.660156	-14.508247
328.125000	-14.503509
329.589844	-14.550882
331.054687	-14.578319
332.519531	-14.599400
333.984375	-14.623144
335.449219	-14.660664
336.914062	-14.646662
338.378906	-14.641930
339.843750	-14.695584
341.308594	-14.700542
342.773437	-14.695957
344.238281	-14.704582
345.703125	-14.716869
347.167969	-14.729253
348.632812	-14.746198
350.097656	-14.828061
351.562500	-14.850001
353.027344	-14.783519
354.492187	-14.716935
355.957031	-14.675921
357.421875	-14.691774
358.886719	-14.770526
360.351562	-14.807168
361.816406	-14.796968
363.281250	-14.806944
364.746094	-14.800435
366.210937	-14.814350
367.675781	-14.836920
369.140625	-14.864394
370.605469	-14.889116
372.070312	-14.884355
373.535156	-14.880203
375.000000	-14.866202
376.464844	-14.890191
377.929687	-14.824470
379.394531	-14.787618
380.859375	-14.817143
382.324219	-14.797691
383.789062	-14.760731
385.253906	-14.767366
386.718750	-14.759228
388.183594	-14.742229
389.648437	-14.705335
391.113281	-14.674995
392.578125	-14.586969
394.042969	-14.563093
395.507812	-14.532961
396.972656	-14.403522
398.437500	-14.312068
399.902344	-14.241059
401.367187	-14.205997
402.832031	-14.135088
404.296875	-14.089035
405.761719	-14.004990
407.226562	-13.888949
408.691406	-13.795142
410.156250	-13.707257
411.621094	-13.619480
413.085937	-13.478202
414.550781	-13.363947
416.015625	-13.284353
417.480469	-13.128180
418.945312	-13.002019
420.410156	-12.905003
421.875000	-12.894428
423.339844	-12.840560
424.804687	-12.829829
426.269531	-12.916963
427.734375	-13.018263
429.199219	-13.089866
430.664062	-13.165318
432.128906	-13.238820
433.593750	-13.314171
435.058594	-13.390777
436.523437	-13.440956
437.988281	-13.520756
439.453125	-13.625324
440.917969	-13.748516
442.382812	-13.769368
443.847656	-13.737109
445.312500	-13.787087
446.777344	-13.803173
448.242187	-13.796454
449.707031	-13.804266
451.171875	-13.808759
452.636719	-13.831684
454.101562	-13.801793
455.566406	-13.763892
457.031250	-13.753334
458.496094	-13.750805
459.960937	-13.745408
461.425781	-13.771807
462.890625	-13.831770
464.355469	-13.836652
465.820312	-13.834896
467.285156	-13.860693
468.750000	-13.851544
470.214844	-13.862853
471.679687	-13.885308
473.144531	-13.873046
474.609375	-13.867078
476.074219	-13.864106
477.539062	-13.871372
479.003906	-13.867355
480.468750	-13.889113
481.933594	-13.863643
483.398437	-13.855211
484.863281	-13.849027
486.328125	-13.899590
487.792969	-13.996944
489.257812	-14.054944
490.722656	-14.088726
492.187500	-14.112823
493.652344	-14.141244
495.117187	-14.114086
496.582031	-14.119441
498.046875	-14.153387
499.511719	-14.197583
500.976562	-14.259608
502.441406	-14.267103
503.906250	-14.295577
505.371094	-14.323198
506.835937	-14.321278
508.300781	-14.342122
509.765625	-14.365424
511.230469	-14.397479
512.695312	-14.379882
514.160156	-14.367157
515.625000	-14.371151
517.089844	-14.436580
518.554687	-14.484754
520.019531	-14.499779
521.484375	-14.518082
522.949219	-14.483231
524.414062	-14.497672
525.878906	-14.534717
527.343750	-14.562553
528.808594	-14.572042
530.273437	-14.621740
531.738281	-14.600007
533.203125	-14.570944
534.667969	-14.506087
536.132812	-14.488442
537.597656	-14.494516
539.062500	-14.497615
540.527344	-14.499314
541.992187	-14.537934
543.457031	-14.502466
544.921875	-14.448774
546.386719	-14.381857
547.851562	-14.327272
549.316406	-14.245578
550.781250	-14.158647
552.246094	-14.089141
553.710937	-13.945435
555.175781	-13.876027
556.640625	-13.827159
558.105469	-13.758362
559.570312	-13.691188
561.035156	-13.643639
562.500000	-13.592870
563.964844	-13.633568
565.429687	-13.691969
566.894531	-13.789956
568.359375	-13.840638
569.824219	-13.935717
571.289062	-14.082356
572.753906	-14.208022
574.218750	-14.264845
575.683594	-14.345237
577.148437	-14.457159
578.613281	-14.620668
580.078125	-14.741804
581.542969	-14.821891
583.007812	-14.871921
584.472656	-14.952538
585.937500	-14.974051
587.402344	-14.981112
588.867187	-14.985172
590.332031	-15.032136
591.796875	-15.102214
593.261719	-15.155392
594.726562	-15.245114
596.191406	-15.308400
597.656250	-15.419075
599.121094	-15.463722
600.585937	-15.549517
602.050781	-15.524592
603.515625	-15.487146
604.980469	-15.495948
606.445312	-15.493831
607.910156	-15.495489
609.375000	-15.483674
610.839844	-15.514547
612.304687	-15.572906
613.769531	-15.542602
615.234375	-15.489671
616.699219	-15.478603
618.164062	-15.483767
619.628906	-15.532327
621.093750	-15.614320
622.558594	-15.645110
624.023437	-15.591540
625.488281	-15.601706
626.953125	-15.648751
628.417969	-15.668099
629.882812	-15.652677
631.347656	-15.619314
632.812500	-15.599065
634.277344	-15.528398
635.742187	-15.514578
637.207031	-15.483004
638.671875	-15.485790
640.136719	-15.496307
641.601562	-15.521154
643.066406	-15.486498
644.531250	-15.476057
645.996094	-15.534882
647.460937	-15.525440
648.925781	-15.464166
650.390625	-15.417991
651.855469	-15.320205
653.320312	-15.097624
654.785156	-14.892527
656.250000	-14.806739
657.714844	-14.874737
659.179687	-14.991482
660.644531	-15.114912
662.109375	-15.131100
663.574219	-15.096315
665.039062	-15.024454
666.503906	-14.944077
667.968750	-14.848682
669.433594	-14.833892
670.898437	-14.835551
672.363281	-14.835880
673.828125	-14.750737
675.292969	-14.710392
676.757812	-14.642064
678.222656	-14.628661
679.687500	-14.596199
681.152344	-14.524366
682.617187	-14.436483
684.082031	-14.323656
685.546875	-14.230398
687.011719	-14.190287
688.476562	-14.023276
689.941406	-13.901773
691.406250	-13.782772
692.871094	-13.667585
694.335937	-13.596093
695.800781	-13.574593
697.265625	-13.495380
698.730469	-13.441825
700.195312	-13.427253
701.660156	-13.361469
703.125000	-13.350997
704.589844	-13.347426
706.054687	-13.378592
707.519531	-13.410512
708.984375	-13.480306
710.449219	-13.522791
711.914062	-13.558969
713.378906	-13.624225
714.843750	-13.723726
716.308594	-13.777549
717.773437	-13.826457
719.238281	-13.891913
720.703125	-13.960334
722.167969	-14.058388
723.632812	-14.156143
725.097656	-14.208393
726.562500	-14.270629
728.027344	-14.327324
729.492187	-14.331693
730.957031	-14.420051
732.421875	-14.464334
733.886719	-14.500351
735.351562	-14.585558
736.816406	-14.678138
738.281250	-14.790826
739.746094	-14.865483
741.210937	-14.938220
742.675781	-14.940576
744.140625	-14.963389
745.605469	-14.929025
747.070312	-14.925588
748.535156	-14.974951
750.000000	-15.057008
751.464844	-15.074179
752.929687	-14.932605
754.394531	-14.724533
755.859375	-14.619060
757.324219	-14.659105
758.789062	-14.850761
760.253906	-15.153317
761.718750	-15.346081
763.183594	-15.416645
764.648437	-15.485363
766.113281	-15.532543
767.578125	-15.537555
769.042969	-15.562001
770.507812	-15.615493
771.972656	-15.696118
773.437500	-15.720933
774.902344	-15.716225
776.367187	-15.701557
777.832031	-15.699811
779.296875	-15.726266
780.761719	-15.748760
782.226562	-15.814695
783.691406	-15.857801
785.156250	-15.866402
786.621094	-15.848297
788.085937	-15.847701
789.550781	-15.871380
791.015625	-15.856259
792.480469	-15.865206
793.945312	-15.840405
795.410156	-15.836053
796.875000	-15.862227
798.339844	-15.882535
799.804687	-15.881404
801.269531	-15.861727
802.734375	-15.830959
804.199219	-15.841516
805.664062	-15.835861
807.128906	-15.793518
808.593750	-15.781073
810.058594	-15.775526
811.523437	-15.776724
812.988281	-15.772569
814.453125	-15.727539
815.917969	-15.691878
817.382812	-15.663861
818.847656	-15.596198
820.312500	-15.620450
821.777344	-15.566077
823.242187	-15.475428
824.707031	-15.425082
826.171875	-15.437410
827.636719	-15.371179
829.101562	-15.240727
830.566406	-15.168899
832.031250	-15.120191
833.496094	-15.074810
834.960937	-15.017296
836.425781	-14.866706
837.890625	-14.789608
839.355469	-14.757451
840.820312	-14.683794
842.285156	-14.680494
843.750000	-14.651313
845.214844	-14.686092
846.679687	-14.727074
848.144531	-14.801331
849.609375	-14.823929
851.074219	-14.901460
852.539062	-14.987979
854.003906	-14.991669
855.468750	-14.914688
856.933594	-14.896681
858.398437	-14.993094
859.863281	-15.170974
861.328125	-15.366178
862.792969	-15.414823
864.257812	-15.457186
865.722656	-15.497351
867.187500	-15.599854
868.652344	-15.631049
870.117187	-15.706065
871.582031	-15.784051
873.046875	-15.767837
874.511719	-15.720586
875.976562	-15.743403
877.441406	-15.797158
878.906250	-15.830065
880.371094	-15.870278
881.835937	-15.862318
883.300781	-15.834102
884.765625	-15.853160
886.230469	-15.869725
887.695312	-15.872853
889.160156	-15.873563
890.625000	-15.888684
892.089844	-15.915838
893.554687	-15.927568
895.019531	-15.901879
896.484375	-15.937711
897.949219	-15.904355
899.414062	-15.884040
900.878906	-15.851928
902.343750	-15.853189
903.808594	-15.809606
905.273437	-15.760160
906.738281	-15.764662
908.203125	-15.786418
909.667969	-15.822047
911.132812	-15.810694
912.597656	-15.802980
914.062500	-15.743104
915.527344	-15.723264
916.992187	-15.724474
918.457031	-15.748667
919.921875	-15.720463
921.386719	-15.664244
922.851562	-15.591756
924.316406	-15.538752
925.781250	-15.518808
927.246094	-15.543036
928.710937	-15.481910
930.175781	-15.417180
931.640625	-15.389401
933.105469	-15.366136
934.570312	-15.357022
936.035156	-15.328456
937.500000	-15.309288
938.964844	-15.284354
940.429687	-15.287157
941.894531	-15.247427
943.359375	-15.220240
944.824219	-15.204508
946.289062	-15.159973
947.753906	-15.132349
949.218750	-15.062056
950.683594	-14.979831
952.148437	-14.899610
953.613281	-14.790961
955.078125	-14.715058
956.542969	-14.683564
958.007812	-14.710609
959.472656	-14.734037
960.937500	-14.754643
962.402344	-14.729003
963.867187	-14.707075
965.332031	-14.667802
966.796875	-14.637194
968.261719	-14.609451
969.726562	-14.593269
971.191406	-14.575219
972.656250	-14.482542
974.121094	-14.398299
975.585937	-14.304265
977.050781	-14.181647
978.515625	-14.131327
979.980469	-14.159538
981.445312	-14.115430
982.910156	-14.132671
984.375000	-14.178279
985.839844	-14.222552
987.304687	-14.249221
988.769531	-14.339495
990.234375	-14.394974
991.699219	-14.410210
993.164062	-14.505787
994.628906	-14.650987
996.093750	-14.797588
997.558594	-14.905103

