# Spectral Data
# f in Hz	A in dBV
256.347656	-11.884195
257.812500	-11.815085
259.277344	-11.732568
260.742187	-11.668042
262.207031	-11.589826
263.671875	-11.469939
265.136719	-11.398355
266.601562	-11.365629
268.066406	-11.387698
269.531250	-11.419317
270.996094	-11.452708
272.460937	-11.502193
273.925781	-11.600704
275.390625	-11.748750
276.855469	-11.944337
278.320312	-12.112832
279.785156	-12.246870
281.250000	-12.406850
282.714844	-12.546097
284.179687	-12.667338
285.644531	-12.797778
287.109375	-12.926696
288.574219	-13.049757
290.039062	-13.104293
291.503906	-13.192661
292.968750	-13.305774
294.433594	-13.377486
295.898437	-13.462044
297.363281	-13.544584
298.828125	-13.597206
300.292969	-13.656481
301.757812	-13.729157
303.222656	-13.814649
304.687500	-13.875941
306.152344	-13.914170
307.617187	-13.940508
309.082031	-13.981872
310.546875	-14.069664
312.011719	-14.136594
313.476562	-14.183375
314.941406	-14.211977
316.406250	-14.268102
317.871094	-14.281854
319.335937	-14.321448
320.800781	-14.424588
322.265625	-14.416637
323.730469	-14.405082
325.195312	-14.445088
326.660156	-14.493321
328.125000	-14.539701
329.589844	-14.569761
331.054687	-14.598695
332.519531	-14.617563
333.984375	-14.611022
335.449219	-14.629418
336.914062	-14.674450
338.378906	-14.665944
339.843750	-14.663783
341.308594	-14.662337
342.773437	-14.694866
344.238281	-14.700150
345.703125	-14.670906
347.167969	-14.678919
348.632812	-14.670805
350.097656	-14.647590
351.562500	-14.601923
353.027344	-14.541609
354.492187	-14.492567
355.957031	-14.437379
357.421875	-14.454657
358.886719	-14.529799
360.351562	-14.618642
361.816406	-14.657008
363.281250	-14.600342
364.746094	-14.549357
366.210937	-14.521714
367.675781	-14.511634
369.140625	-14.447255
370.605469	-14.392787
372.070312	-14.343887
373.535156	-14.306607
375.000000	-14.263527
376.464844	-14.239838
377.929687	-14.246036
379.394531	-14.226116
380.859375	-14.138850
382.324219	-14.073700
383.789062	-13.961833
385.253906	-13.865840
386.718750	-13.764702
388.183594	-13.658588
389.648437	-13.520819
391.113281	-13.382753
392.578125	-13.220636
394.042969	-13.023833
395.507812	-12.872331
396.972656	-12.738782
398.437500	-12.672557
399.902344	-12.652175
401.367187	-12.698905
402.832031	-12.799086
404.296875	-12.889607
405.761719	-13.026336
407.226562	-13.172597
408.691406	-13.284650
410.156250	-13.403685
411.621094	-13.505740
413.085937	-13.636359
414.550781	-13.713899
416.015625	-13.739324
417.480469	-13.760428
418.945312	-13.791074
420.410156	-13.836168
421.875000	-13.833169
423.339844	-13.867541
424.804687	-13.893637
426.269531	-13.912817
427.734375	-13.899469
429.199219	-13.906873
430.664062	-13.951151
432.128906	-13.923956
433.593750	-13.944122
435.058594	-13.949010
436.523437	-13.923193
437.988281	-13.909860
439.453125	-13.898796
440.917969	-13.895260
442.382812	-13.890502
443.847656	-13.882114
445.312500	-13.890585
446.777344	-13.845588
448.242187	-13.823455
449.707031	-13.823307
451.171875	-13.826454
452.636719	-13.799036
454.101562	-13.740584
455.566406	-13.710364
457.031250	-13.698966
458.496094	-13.698184
459.960937	-13.684752
461.425781	-13.694755
462.890625	-13.710817
464.355469	-13.740880
465.820312	-13.739073
467.285156	-13.710990
468.750000	-13.710598
470.214844	-13.698179
471.679687	-13.656016
473.144531	-13.663707
474.609375	-13.679641
476.074219	-13.695893
477.539062	-13.709278
479.003906	-13.721452
480.468750	-13.713698
481.933594	-13.683888
483.398437	-13.665434
484.863281	-13.685424
486.328125	-13.701349
487.792969	-13.725251
489.257812	-13.758379
490.722656	-13.760590
492.187500	-13.781702
493.652344	-13.792537
495.117187	-13.782774
496.582031	-13.787396
498.046875	-13.790169
499.511719	-13.833128
500.976562	-13.875599
502.441406	-13.875272
503.906250	-13.882490
505.371094	-13.906617
506.835937	-13.890510
508.300781	-13.891451
509.765625	-13.859818
511.230469	-13.887908
512.695312	-13.875347
514.160156	-13.908144
515.625000	-13.866448
517.089844	-13.821797
518.554687	-13.771138
520.019531	-13.663214
521.484375	-13.589270
522.949219	-13.526482
524.414062	-13.435181
525.878906	-13.345335
527.343750	-13.227726
528.808594	-13.125322
530.273437	-13.048815
531.738281	-13.032181
533.203125	-13.053213
534.667969	-13.091407
536.132812	-13.151154
537.597656	-13.268020
539.062500	-13.413139
540.527344	-13.556576
541.992187	-13.711031
543.457031	-13.866082
544.921875	-13.954423
546.386719	-14.090817
547.851562	-14.199237
549.316406	-14.316760
550.781250	-14.391369
552.246094	-14.426841
553.710937	-14.411461
555.175781	-14.367005
556.640625	-14.409225
558.105469	-14.526983
559.570312	-14.669581
561.035156	-14.773026
562.500000	-14.873155
563.964844	-14.948347
565.429687	-14.990159
566.894531	-15.024158
568.359375	-15.046155
569.824219	-15.055378
571.289062	-15.129112
572.753906	-15.191021
574.218750	-15.240018
575.683594	-15.256951
577.148437	-15.266799
578.613281	-15.305396
580.078125	-15.335981
581.542969	-15.350168
583.007812	-15.342511
584.472656	-15.354838
585.937500	-15.345438
587.402344	-15.328204
588.867187	-15.324493
590.332031	-15.342323
591.796875	-15.386828
593.261719	-15.418557
594.726562	-15.473182
596.191406	-15.495535
597.656250	-15.474763
599.121094	-15.471118
600.585937	-15.495993
602.050781	-15.493900
603.515625	-15.492875
604.980469	-15.495026
606.445312	-15.511254
607.910156	-15.480713
609.375000	-15.463784
610.839844	-15.461015
612.304687	-15.431714
613.769531	-15.396537
615.234375	-15.353024
616.699219	-15.300741
618.164062	-15.302895
619.628906	-15.286069
621.093750	-15.290201
622.558594	-15.292723
624.023437	-15.278993
625.488281	-15.250444
626.953125	-15.209255
628.417969	-15.169875
629.882812	-15.126041
631.347656	-15.045888
632.812500	-15.021813
634.277344	-14.964118
635.742187	-14.897492
637.207031	-14.816599
638.671875	-14.732306
640.136719	-14.674813
641.601562	-14.663960
643.066406	-14.601937
644.531250	-14.539907
645.996094	-14.452773
647.460937	-14.376739
648.925781	-14.318162
650.390625	-14.268420
651.855469	-14.184245
653.320312	-14.051940
654.785156	-13.936842
656.250000	-13.843489
657.714844	-13.699730
659.179687	-13.572372
660.644531	-13.466685
662.109375	-13.354409
663.574219	-13.278289
665.039062	-13.285216
666.503906	-13.298134
667.968750	-13.371205
669.433594	-13.460640
670.898437	-13.540956
672.363281	-13.640940
673.828125	-13.744583
675.292969	-13.819179
676.757812	-13.942559
678.222656	-13.979875
679.687500	-13.996332
681.152344	-14.044094
682.617187	-14.082489
684.082031	-14.118431
685.546875	-14.135459
687.011719	-14.130839
688.476562	-14.132049
689.941406	-14.136030
691.406250	-14.150730
692.871094	-14.165595
694.335937	-14.184282
695.800781	-14.214667
697.265625	-14.238890
698.730469	-14.282096
700.195312	-14.340217
701.660156	-14.427696
703.125000	-14.480946
704.589844	-14.506445
706.054687	-14.543649
707.519531	-14.551670
708.984375	-14.563492
710.449219	-14.549737
711.914062	-14.551367
713.378906	-14.543750
714.843750	-14.547964
716.308594	-14.555533
717.773437	-14.552491
719.238281	-14.583339
720.703125	-14.612525
722.167969	-14.683572
723.632812	-14.760236
725.097656	-14.840779
726.562500	-14.890059
728.027344	-14.923745
729.492187	-14.986367
730.957031	-14.982654
732.421875	-14.974218
733.886719	-14.979483
735.351562	-14.994169
736.816406	-15.017811
738.281250	-15.049903
739.746094	-15.022716
741.210937	-15.008058
742.675781	-14.998375
744.140625	-15.010212
745.605469	-15.036397
747.070312	-15.029630
748.535156	-15.040693
750.000000	-15.058834
751.464844	-15.009312
752.929687	-14.835641
754.394531	-14.660726
755.859375	-14.620354
757.324219	-14.713556
758.789062	-14.939033
760.253906	-15.152754
761.718750	-15.246144
763.183594	-15.263260
764.648437	-15.218464
766.113281	-15.190290
767.578125	-15.167702
769.042969	-15.118996
770.507812	-15.119777
771.972656	-15.074538
773.437500	-15.032429
774.902344	-15.009126
776.367187	-15.029080
777.832031	-15.028686
779.296875	-15.019706
780.761719	-14.975439
782.226562	-14.907924
783.691406	-14.864333
785.156250	-14.822957
786.621094	-14.735079
788.085937	-14.630975
789.550781	-14.482886
791.015625	-14.347175
792.480469	-14.238613
793.945312	-14.201431
795.410156	-14.150437
796.875000	-14.148655
798.339844	-14.186322
799.804687	-14.271598
801.269531	-14.371493
802.734375	-14.469272
804.199219	-14.594962
805.664062	-14.676923
807.128906	-14.785405
808.593750	-14.904512
810.058594	-15.022046
811.523437	-15.118098
812.988281	-15.164744
814.453125	-15.236771
815.917969	-15.299370
817.382812	-15.364021
818.847656	-15.436604
820.312500	-15.487332
821.777344	-15.512645
823.242187	-15.515715
824.707031	-15.536379
826.171875	-15.583069
827.636719	-15.610482
829.101562	-15.651435
830.566406	-15.714040
832.031250	-15.745797
833.496094	-15.771859
834.960937	-15.830697
836.425781	-15.845988
837.890625	-15.868136
839.355469	-15.923388
840.820312	-15.902677
842.285156	-15.891028
843.750000	-15.865521
845.214844	-15.863140
846.679687	-15.879326
848.144531	-15.885238
849.609375	-15.842066
851.074219	-15.633384
852.539062	-15.338244
854.003906	-15.117716
855.468750	-15.047679
856.933594	-15.137861
858.398437	-15.359499
859.863281	-15.660651
861.328125	-15.867598
862.792969	-15.931939
864.257812	-15.974505
865.722656	-15.958823
867.187500	-15.893917
868.652344	-15.870512
870.117187	-15.842193
871.582031	-15.807583
873.046875	-15.796905
874.511719	-15.780610
875.976562	-15.721740
877.441406	-15.662604
878.906250	-15.616526
880.371094	-15.598947
881.835937	-15.586359
883.300781	-15.586643
884.765625	-15.574417
886.230469	-15.533836
887.695312	-15.492554
889.160156	-15.455023
890.625000	-15.396705
892.089844	-15.336250
893.554687	-15.294342
895.019531	-15.254466
896.484375	-15.191950
897.949219	-15.147596
899.414062	-15.104964
900.878906	-15.025797
902.343750	-14.979203
903.808594	-14.945298
905.273437	-14.892065
906.738281	-14.810202
908.203125	-14.699769
909.667969	-14.620296
911.132812	-14.557624
912.597656	-14.546026
914.062500	-14.491136
915.527344	-14.411666
916.992187	-14.260020
918.457031	-14.152480
919.921875	-14.040175
921.386719	-13.919137
922.851562	-13.858676
924.316406	-13.838256
925.781250	-13.811635
927.246094	-13.763359
928.710937	-13.734589
930.175781	-13.713536
931.640625	-13.751364
933.105469	-13.757202
934.570312	-13.812546
936.035156	-13.883219
937.500000	-13.963227
938.964844	-14.093413
940.429687	-14.205605
941.894531	-14.271766
943.359375	-14.307276
944.824219	-14.374094
946.289062	-14.451861
947.753906	-14.536043
949.218750	-14.610933
950.683594	-14.668919
952.148437	-14.714284
953.613281	-14.723504
955.078125	-14.694765
956.542969	-14.723559
958.007812	-14.792506
959.472656	-14.902854
960.937500	-14.968658
962.402344	-15.038511
963.867187	-15.084668
965.332031	-15.128245
966.796875	-15.170732
968.261719	-15.217479
969.726562	-15.288583
971.191406	-15.321499
972.656250	-15.393010
974.121094	-15.469708
975.585937	-15.504325
977.050781	-15.532072
978.515625	-15.561975
979.980469	-15.582893
981.445312	-15.595799
982.910156	-15.616026
984.375000	-15.611584
985.839844	-15.654299
987.304687	-15.682083
988.769531	-15.691098
990.234375	-15.733659
991.699219	-15.789129
993.164062	-15.828453
994.628906	-15.853570
996.093750	-15.873472
997.558594	-15.897968

