# Spectral Data
# f in Hz A in dBV
244.628906 -12.673192
246.093750 -12.601189
247.558594 -12.551348
249.023437 -12.503134
250.488281 -12.468332
251.953125 -12.439250
253.417969 -12.385239
254.882812 -12.368733
256.347656 -12.377916
257.812500 -12.284425
259.277344 -12.210097
260.742187 -12.144817
262.207031 -12.127846
263.671875 -12.057526
265.136719 -11.990610
266.601562 -11.897866
268.066406 -11.838762
269.531250 -11.791543
270.996094 -11.728372
272.460937 -11.649819
273.925781 -11.615564
275.390625 -11.594229
276.855469 -11.568650
278.320312 -11.610882
279.785156 -11.657624
281.250000 -11.752055
282.714844 -11.898074
284.179687 -12.034184
285.644531 -12.206844
287.109375 -12.410667
288.574219 -12.573703
290.039062 -12.709421
291.503906 -12.852396
292.968750 -13.029380
294.433594 -13.173633
295.898437 -13.316868
297.363281 -13.410936
298.828125 -13.438397
300.292969 -13.555132
301.757812 -13.639437
303.222656 -13.739624
304.687500 -13.802883
306.152344 -13.854175
307.617187 -13.895003
309.082031 -13.912361
310.546875 -13.970285
312.011719 -14.019984
313.476562 -14.105786
314.941406 -14.218993
316.406250 -14.289461
317.871094 -14.331567
319.335937 -14.368750
320.800781 -14.350113
322.265625 -14.372686
323.730469 -14.438382
325.195312 -14.490969
326.660156 -14.549839
328.125000 -14.594446
329.589844 -14.640019
331.054687 -14.676335
332.519531 -14.778669
333.984375 -14.805493
335.449219 -14.790870
336.914062 -14.725665
338.378906 -14.751975
339.843750 -14.795754
341.308594 -14.850716
342.773437 -14.865397
344.238281 -14.857100
345.703125 -14.871690
347.167969 -14.896670
348.632812 -14.910240
350.097656 -14.866378
351.562500 -14.822433
353.027344 -14.697795
354.492187 -14.606772
355.957031 -14.603702
357.421875 -14.684673
358.886719 -14.743253
360.351562 -14.822318
361.816406 -14.944231
363.281250 -14.943737
364.746094 -14.917809
366.210937 -14.901368
367.675781 -14.908925
369.140625 -14.873556
370.605469 -14.848899
372.070312 -14.768765
373.535156 -14.726537
375.000000 -14.675093
376.464844 -14.650801
377.929687 -14.686325
379.394531 -14.685237
380.859375 -14.615952
382.324219 -14.559062
383.789062 -14.498126
385.253906 -14.416506
386.718750 -14.366651
388.183594 -14.323640
389.648437 -14.285170
391.113281 -14.232634
392.578125 -14.183866
394.042969 -14.118793
395.507812 -14.037436
396.972656 -13.932197
398.437500 -13.834754
399.902344 -13.734258
401.367187 -13.606951
402.832031 -13.529068
404.296875 -13.406461
405.761719 -13.313633
407.226562 -13.193941
408.691406 -13.081338
410.156250 -12.978435
411.621094 -12.928817
413.085937 -12.911148
414.550781 -12.982399
416.015625 -13.087531
417.480469 -13.159897
418.945312 -13.285913
420.410156 -13.380708
421.875000 -13.491495
423.339844 -13.561915
424.804687 -13.624795
426.269531 -13.680864
427.734375 -13.702535
429.199219 -13.760435
430.664062 -13.820443
432.128906 -13.889204
433.593750 -13.873719
435.058594 -13.878381
436.523437 -13.901205
437.988281 -13.962881
439.453125 -13.952352
440.917969 -13.956283
442.382812 -13.997928
443.847656 -13.969120
445.312500 -13.929940
446.777344 -13.958331
448.242187 -14.054118
449.707031 -14.129704
451.171875 -14.131270
452.636719 -14.034574
454.101562 -13.872049
455.566406 -13.831610
457.031250 -13.867401
458.496094 -13.948902
459.960937 -13.964863
461.425781 -13.951336
462.890625 -13.930324
464.355469 -13.905340
465.820312 -13.886018
467.285156 -13.894171
468.750000 -13.943360
470.214844 -13.963021
471.679687 -13.951840
473.144531 -13.928432
474.609375 -13.943600
476.074219 -13.993018
477.539062 -13.972168
479.003906 -13.927769
480.468750 -13.919959
481.933594 -13.878176
483.398437 -13.933921
484.863281 -14.006589
486.328125 -14.042313
487.792969 -14.040604
489.257812 -13.989789
490.722656 -13.965893
492.187500 -14.013036
493.652344 -14.079173
495.117187 -14.058938
496.582031 -14.042616
498.046875 -14.028798
499.511719 -14.024168
500.976562 -14.052991
502.441406 -14.127777
503.906250 -14.199080
505.371094 -14.198299
506.835937 -14.161339
508.300781 -14.200690
509.765625 -14.245741
511.230469 -14.299480
512.695312 -14.314418
514.160156 -14.326632
515.625000 -14.368225
517.089844 -14.382597
518.554687 -14.365603
520.019531 -14.356421
521.484375 -14.327419
522.949219 -14.297708
524.414062 -14.319672
525.878906 -14.271985
527.343750 -14.297767
528.808594 -14.296371
530.273437 -14.235972
531.738281 -14.193714
533.203125 -14.160018
534.667969 -14.063418
536.132812 -14.012983
537.597656 -13.971955
539.062500 -13.922511
540.527344 -13.837942
541.992187 -13.733746
543.457031 -13.672196
544.921875 -13.599367
546.386719 -13.564062
547.851562 -13.570491
549.316406 -13.536284
550.781250 -13.550315
552.246094 -13.615621
553.710937 -13.725394
555.175781 -13.813622
556.640625 -13.912788
558.105469 -14.011829
559.570312 -14.127286
561.035156 -14.261301
562.500000 -14.315667
563.964844 -14.396433
565.429687 -14.474202
566.894531 -14.581289
568.359375 -14.717159
569.824219 -14.807933
571.289062 -14.892911
572.753906 -15.006119
574.218750 -15.048167
575.683594 -15.042924
577.148437 -15.041481
578.613281 -15.081110
580.078125 -15.143414
581.542969 -15.184910
583.007812 -15.236629
584.472656 -15.340579
585.937500 -15.320202
587.402344 -15.283716
588.867187 -15.334960
590.332031 -15.403665
591.796875 -15.396138
593.261719 -15.473009
594.726562 -15.577273
596.191406 -15.589229
597.656250 -15.594326
599.121094 -15.608212
600.585937 -15.598532
602.050781 -15.593256
603.515625 -15.585614
604.980469 -15.588118
606.445312 -15.599592
607.910156 -15.624149
609.375000 -15.677808
610.839844 -15.662599
612.304687 -15.615596
613.769531 -15.574302
615.234375 -15.564623
616.699219 -15.577662
618.164062 -15.561067
619.628906 -15.592370
621.093750 -15.608487
622.558594 -15.610703
624.023437 -15.575845
625.488281 -15.513718
626.953125 -15.487089
628.417969 -15.489087
629.882812 -15.456893
631.347656 -15.488946
632.812500 -15.476543
634.277344 -15.436810
635.742187 -15.407044
637.207031 -15.379602
638.671875 -15.398109
640.136719 -15.419669
641.601562 -15.415136
643.066406 -15.343995
644.531250 -15.283542
645.996094 -15.281807
647.460937 -15.270488
648.925781 -15.277230
650.390625 -15.137238
651.855469 -15.003118
653.320312 -14.836588
654.785156 -14.691212
656.250000 -14.640750
657.714844 -14.676334
659.179687 -14.697860
660.644531 -14.664032
662.109375 -14.638811
663.574219 -14.629250
665.039062 -14.508993
666.503906 -14.417335
667.968750 -14.283740
669.433594 -14.250508
670.898437 -14.155068
672.363281 -14.052734
673.828125 -13.924634
675.292969 -13.843582
676.757812 -13.743922
678.222656 -13.615030
679.687500 -13.487480
681.152344 -13.428747
682.617187 -13.386767
684.082031 -13.353966
685.546875 -13.352208
687.011719 -13.406701
688.476562 -13.511123
689.941406 -13.603035
691.406250 -13.605581
692.871094 -13.671252
694.335937 -13.686642
695.800781 -13.704159
697.265625 -13.792957
698.730469 -13.924118
700.195312 -14.058591
701.660156 -14.118098
703.125000 -14.168582
704.589844 -14.186841
706.054687 -14.197821
707.519531 -14.246687
708.984375 -14.259801
710.449219 -14.287938
711.914062 -14.344510
713.378906 -14.375563
714.843750 -14.377806
716.308594 -14.381978
717.773437 -14.420093
719.238281 -14.470079
720.703125 -14.513393
722.167969 -14.559719
723.632812 -14.574286
725.097656 -14.586582
726.562500 -14.648714
728.027344 -14.710528
729.492187 -14.757821
730.957031 -14.832319
732.421875 -14.854806
733.886719 -14.877755
735.351562 -14.881730
736.816406 -14.906705
738.281250 -14.920448
739.746094 -14.976879
741.210937 -15.041670
742.675781 -15.093629
744.140625 -15.068466
745.605469 -15.088859
747.070312 -15.156895
748.535156 -15.207619
750.000000 -15.215540
751.464844 -15.080055
752.929687 -14.842349
754.394531 -14.653203
755.859375 -14.619496
757.324219 -14.751390
758.789062 -14.999748
760.253906 -15.250898
761.718750 -15.411389
763.183594 -15.442572
764.648437 -15.424639
766.113281 -15.482852
767.578125 -15.493778
769.042969 -15.583499
770.507812 -15.611173
771.972656 -15.611130
773.437500 -15.579691
774.902344 -15.632984
776.367187 -15.552239
777.832031 -15.530195
779.296875 -15.528133
780.761719 -15.586636
782.226562 -15.576339
783.691406 -15.583306
785.156250 -15.615468
786.621094 -15.654258
788.085937 -15.593427
789.550781 -15.559610
791.015625 -15.572397
792.480469 -15.591817
793.945312 -15.565172
795.410156 -15.510333
796.875000 -15.454078
798.339844 -15.432216
799.804687 -15.439668
801.269531 -15.393074
802.734375 -15.349188
804.199219 -15.271736
805.664062 -15.224484
807.128906 -15.193622
808.593750 -15.169147
810.058594 -15.118539
811.523437 -15.001994
812.988281 -14.873537
814.453125 -14.811356
815.917969 -14.758461
817.382812 -14.687945
818.847656 -14.611997
820.312500 -14.610359
821.777344 -14.599444
823.242187 -14.606090
824.707031 -14.630097
826.171875 -14.704546
827.636719 -14.790045
829.101562 -14.899567
830.566406 -15.047267
832.031250 -15.124330
833.496094 -15.251947
834.960937 -15.324194
836.425781 -15.440968
837.890625 -15.508080
839.355469 -15.529231
840.820312 -15.559946
842.285156 -15.562803
843.750000 -15.575571
845.214844 -15.613220
846.679687 -15.628035
848.144531 -15.624088
849.609375 -15.676543
851.074219 -15.637401
852.539062 -15.465779
854.003906 -15.276128
855.468750 -15.153145
856.933594 -15.197567
858.398437 -15.371425
859.863281 -15.635518
861.328125 -15.890920
862.792969 -16.057200
864.257812 -16.011749
865.722656 -15.997319
867.187500 -15.977797
868.652344 -15.953806
870.117187 -15.985253
871.582031 -15.978298
873.046875 -16.031499
874.511719 -16.009132
875.976562 -16.003440
877.441406 -16.017370
878.906250 -15.959695
880.371094 -15.939553
881.835937 -15.960404
883.300781 -15.980143
884.765625 -15.976547
886.230469 -15.964225
887.695312 -16.028316
889.160156 -15.987929
890.625000 -15.973478
892.089844 -15.946158
893.554687 -15.925603
895.019531 -15.905794
896.484375 -15.884222
897.949219 -15.802191
899.414062 -15.746722
900.878906 -15.704599
902.343750 -15.635251
903.808594 -15.543485
905.273437 -15.503990
906.738281 -15.490819
908.203125 -15.501112
909.667969 -15.534743
911.132812 -15.554223
912.597656 -15.537890
914.062500 -15.513728
915.527344 -15.458383
916.992187 -15.420981
918.457031 -15.423178
919.921875 -15.359825
921.386719 -15.375223
922.851562 -15.334644
924.316406 -15.283337
925.781250 -15.183854
927.246094 -15.076307
928.710937 -15.009317
930.175781 -14.959847
931.640625 -14.924248
933.105469 -14.926521
934.570312 -14.903872
936.035156 -14.857246
937.500000 -14.778797
938.964844 -14.729149
940.429687 -14.741328
941.894531 -14.697752
943.359375 -14.616516
944.824219 -14.498216
946.289062 -14.384429
947.753906 -14.316985
949.218750 -14.244903
950.683594 -14.165881
952.148437 -14.109733
953.613281 -14.059122
955.078125 -13.939126
956.542969 -13.897605
958.007812 -13.911283
959.472656 -13.957403
960.937500 -13.994261
962.402344 -14.049435
963.867187 -14.115018
965.332031 -14.221789
966.796875 -14.322146
968.261719 -14.383764
969.726562 -14.495925
971.191406 -14.589643
972.656250 -14.620464
974.121094 -14.724989
975.585937 -14.797496
977.050781 -14.896906
978.515625 -15.026870
979.980469 -15.071075
981.445312 -15.132175
982.910156 -15.159737
984.375000 -15.207652
985.839844 -15.293380
987.304687 -15.360249
988.769531 -15.429519
990.234375 -15.494858
991.699219 -15.505591
993.164062 -15.596383
994.628906 -15.688907
996.093750 -15.733156
997.558594 -15.795795
